,shopid,userid,name,cover,follower_count,show_official_shop_label,is_preferred_plus_seller,is_shopee_verified,chat_disabled,rating_star,has_decoration,last_active_time,vacation,followed,description,item_count,response_rate,show_video_entry,video_entry_info,campaign_hot_deal_discount_min,show_deco_entry,response_time,ctime,block_cb_user,video_rn_jump_url,user_browse_shop_time,background_color,highlight_color,brand_day_end_time,account.username,account.following_count,account.portrait,account.is_seller,account.phone_verified,account.email_verified,account.fbid,account.total_avg_star,account.hide_likes,account.feed_account_info.can_post_feed,account.status,ab_test_info.header_tabs_layout,ab_test_info.deep_discount_item_card,ab_test_info.item_card,ab_test_info.feeds_live_landing,ab_test_info.image_category,ab_test_info.remove_item_count_on_category_tab,ab_test_info.default_component_improvement,ab_test_info.deep_discount_enhancement,ab_test_info.new_default_scp,ab_test_info.default_landing,ab_test_info.two_tier_category,ab_test_info.two_tier_category_for_layoutc,ab_test_info.live_stream_auto_play,ab_test_info.dd_item_card_2,ab_test_info.tier_shop_category,ab_test_info.product_one_per_row,ab_test_info.fashion_shop_improvement,ab_test_info.shop_rfy_entrypoint,ab_test_info.voucher_popup_non_buyers,ab_test_info.category_ui_improvement_1,ab_test_info.autoplay_highlight_video,ab_test_info.ads_shop_improvement,ab_test_info.non_deco_shop_homepage_personalization,ab_test_info.brand_day_overlap,ab_test_info.truncate_shop_item_card,shop_rating.rating_normal,shop_rating.rating_bad,shop_rating.rating_good,buyer_rating.rating_count,buyer_rating.rating_star,seller_metrics.cancellation_visibility,seller_metrics.cancellation_warning,seller_metrics.cancellation_rate,show_tab.new_arrival_tab.show_new_arrival_items,show_tab.new_arrival_tab.new_arrival_items_start_ts,show_tab.new_arrival_tab.latest_item_ctime,show_tab.show_live_tab,show_tab.membership_tab.show_membership_tab,show_tab.membership_tab.has_join_membership,show_tab.show_flash_sale_tab,toggles.disable_chat_performance,shop_tab_meta.shop_is_non_deco,real_url_if_matching_custom_url,account.feed_account_info.is_kol
10,115756930,115758754,WMS Adventure Bicycle Retailer,cec79ea93620f899d30dfc3f2faf6461,3085,False,False,False,False,4.946071,True,1684486218,False,False,"We was established in 2004 with rich experience in the industry. We carry a wide range of high quality & affordable bicycles, accessories & components.

We are anauthorized dealer of leading global brands: MARIN, Santa Cruz, Polygon, Tern, Lerun, Raleigh, Shimano, Sram, Fox, Rockshox, Hope, Rotor, Renthal, Maxxis, Schwalbe, RaceFace, 7iDP, Cateye, Topeak, Brooks England, Crankbrothers, Camelbak, RC & more!

Contact or visit us for more info!
H/P: 012-2380101
Whatsapp : http://bit.ly/2WSFzbk-WMS
",302,99,False,,20,False,4797.0,1545376199,False,,30,,,0.0,wmsadventure,29,89d2724ae632cdac4aa7c8d3243c3339,True,True,True,,4.946565,1.0,True,1,control,default,control,treatment,new_image_cat,default,top_products,default,treatment_2,control,default,default,treatment,control,treatment_new_layout,control,control,treatment,treatment,new_category_ui,default,treatment_1,control,control,treatment,10,3,1292,"[0, 0, 0, 0, 0, 12]",5.0,0,10,0,True,1681920000,1682847789.0,False,False,False,False,False,False,,
11,285724008,285743025,Pegasus Cycle,eecbf6ef20871281b962848090410d5e,696,False,False,False,False,4.957393,True,1684485889,False,False,,422,61,False,,20,False,9362.0,1594870997,False,,30,,,0.0,pegasuscycles,8,84de1e22af82ffad1a1eb0211ce32ad8,True,True,False,,4.958128,,True,1,control,default,control,treatment,new_image_cat,default,top_products,default,treatment_2,control,default,default,treatment,control,treatment_new_layout,control,control,treatment,treatment,new_category_ui,default,treatment_1,control,control,treatment,4,0,398,"[0, 0, 0, 0, 0, 7]",5.0,0,10,0,True,1681920000,1684404746.0,False,False,False,False,False,False,,
12,38599801,38601186,Licus Online Bicycle Shop,,623,False,False,False,False,4.906593,True,1684475015,False,False,"Get a Bike, Change your Life.

Online shop since 2017
Selangor, Klang area

FB: Licus Online Bicycle Shop
IG: licus.online.bicycle.shop
Whatsapp: 0102052053 (Licus)",8,98,False,,20,False,1467.0,1507876149,False,,30,,,,licustan,0,52931f26c0cad2415ff696aa38d92609,True,True,True,1640981999309726,4.913706,,True,1,control,default,control,treatment,new_image_cat,default,top_products,default,treatment_2,control,default,default,treatment,control,treatment_new_layout,control,control,treatment,treatment,new_category_ui,default,treatment_1,control,control,treatment,1,2,182,"[0, 0, 0, 0, 0, 15]",5.0,0,10,0,False,1681920000,,False,False,False,False,False,True,,
13,44864258,44865644,KAH KEAN Penang Bicycle Trading,724950925ba4eb9acff65bf83cf56890,3336,False,False,False,False,4.974958,True,1684217406,False,False,"KAH KEAN TRADING (STORES)
PENANG ISLANDS

👀👀 👀👀SHOPEE SHOP NAME (KAH KEAN Penang Bicycle Trading) 👀👀 👀👀👀
👀👀 👀👀 ORIGINAL SHOPEE USER (batterysimth)👀👀 👀👀👀👀

Penang Island Kah Kean Bicycle Shop
🔍𝑯𝒐𝒘 𝒕𝒐 𝒄𝒐𝒏𝒕𝒂𝒄𝒕 𝒖𝒔?🔍
📌44,Jalan Mayang Pasir ,Bayan Baru ,11950 Penang
 (Wave Map) Kah Kean Trading
🌐👀https://www.facebook.com/groups/Penang.Kah.Kean.Bicycle.Shop
🕙Opening Hours: Mon-Sat 10.28am-6.28pm
📱+60164777786 (Whatsapp/Call) Mr.Sim",362,75,False,,20,False,6182.0,1511533546,False,,30,,,0.0,batterysimth,569,49c4de871e1fe77a77fed9d66b97c5e1,True,True,True,10155253439983107,4.975806,,True,1,control,default,control,treatment,new_image_cat,default,top_products,default,treatment_2,control,default,default,treatment,control,treatment_new_layout,control,control,treatment,treatment,new_category_ui,default,treatment_1,control,control,treatment,3,0,600,"[0, 0, 0, 0, 0, 21]",5.0,0,10,0,True,1681920000,1682227381.0,False,False,False,False,False,False,,
14,1355653,1356674,MK Online Store,,932,False,False,False,True,4.898889,True,1684479517,False,False,"Welcome Online CYCLE Online Store , We Selling Bicycle , Space Part , And Assourieos  Etc ,Pricing Offer Not incleded Installation ,  Store Us , No Provid "" COD "" , No Physical STore AT Malaysia , Pricing And Promotion Follow Term And Condition  Thanks And Enjoy Shopping",361,100,False,,20,False,22.0,1445941361,False,,30,,,,sunlookservice,156,dc4e38f76c7cebc5efadf545634e3307,True,True,True,,4.897858,0.0,True,1,control,default,control,treatment,new_image_cat,default,top_products,default,treatment_2,control,default,default,treatment,control,treatment_new_layout,control,control,treatment,treatment,new_category_ui,default,treatment_1,control,control,treatment,37,7,1780,"[0, 1, 0, 0, 0, 20]",4.809524,0,10,0,True,1681920000,1684141394.0,False,False,False,False,False,True,,False
15,119689507,119691331,Vita Bicycle,f1d134df947955a276e45f67e0280e6d,898,False,False,False,True,4.95467,True,1684482183,False,False,"Kami ialah authorized dealer untuk ABUS, Vittoria, Maxxis, Pirelli, Giro, Bell, SIS, FSA, Shimano, SRAM, Ciclovation, Fabric, Topeak, Fox, ROTOR, Guee, Finishline, WD40, Cinelli, CEMA Ceramic, Macht wheel

😊Facebook : Vita Bicycle 
😊Instagram: Vita Bicycl



📮Postage Monday - Saturday",424,97,False,,20,False,9663.0,1547169622,False,,30,,,0.0,vitabicycle,18,95d6f491ea66ed94b7d2e40488315a02,True,True,True,,4.955764,0.0,True,1,control,default,control,treatment,new_image_cat,default,top_products,default,treatment_2,control,default,default,treatment,control,treatment_new_layout,control,control,treatment,treatment,new_category_ui,default,treatment_1,control,control,treatment,7,2,729,"[0, 0, 0, 0, 0, 18]",5.0,0,10,0,False,1681920000,,False,False,False,False,False,False,,False
16,490040751,490060329,Lim Bicycle Station,2889abcecf0e72e65f79736da719b957,1906,False,False,False,False,4.965679,True,1684476227,False,False,"A Lim Bicycle Station Penang in the northern region that provides high-performance bicycles, quality accessories and professional service. #limbicyclestationpenang",650,68,False,,20,False,8836.0,1626326579,False,,30,,,0.0,limbicyclestation,0,7dde9a043a9235bff6ef329b343608b7,True,True,True,,4.965679,,True,1,control,default,control,treatment,new_image_cat,default,top_products,default,treatment_2,control,default,default,treatment,control,treatment_new_layout,control,control,treatment,treatment,new_category_ui,default,treatment_1,control,control,treatment,3,2,641,,,0,10,0,True,1681920000,1682757662.0,False,False,False,False,False,False,,
17,147682969,147684793,Pusat Basikal Lim,,3318,False,False,False,True,4.971541,False,1684478258,False,False,"Pusat Basikal Lim is a family bike shop based out in Kota Tinggi, Johor Bahru, Malaysia, that caters to all of your cycling needs. From road, commute & touring/randonneuring to track & fixed gear, we provide a full range of products at competitive prices. We also offer a modestly good variety of bicycle parts/components and accessories. Repair and maintenance are also part of our specializations. ",643,77,False,,20,False,6480.0,1557984375,False,,30,,,,daniel_pbl,4,f2cf52041d57d2a445835149f7912591,True,True,True,10157231664119110,4.971541,0.0,True,1,control,default,control,treatment,new_image_cat,default,top_products,default,treatment_2,control,default,default,treatment,control,treatment_new_layout,control,control,treatment,treatment,new_category_ui,default,treatment_1,control,control,treatment,5,2,1020,,,0,10,20,True,1681920000,1684294961.0,False,False,False,False,False,True,,
18,145420698,145422522,🚲Bicycle Accessories🚩,,1128,False,False,False,False,4.682731,True,1683161091,False,False,"🚲 Welcome to Bicycle Accessories 🚲

🔩 All ready stock ⚙️
🏆 Good quality in great quantity 🥇
⏱ Fast and safe shipping 🔒
🏅 Very good affordable prices 🏅
⚡️ Follow us to know about the newest merchandise arrival, the hottest selling merchs and the latest discount 🔥
🔧 Contact us if you have any questions 🛠

🌠 We concentrate on creating better products for use rather than promoting or advertising 🥇

🙏🏻 Thank you for your support 🙏🏻",84,13,False,,20,False,37183.0,1557278377,False,,30,,,,lixianss690.my,4857,a7548997e8a97210fa0cf72edfd39da8,True,True,True,,4.682731,0.0,True,1,control,default,control,treatment,new_image_cat,default,top_products,default,treatment_2,control,default,default,treatment,control,treatment_new_layout,control,control,treatment,treatment,new_category_ui,default,treatment_1,control,control,treatment,17,22,464,,,0,10,0,False,1681920000,,False,False,False,False,False,True,,False
19,116838387,116840211,Bridgestone Bicycle Official Store,,1598,False,False,False,False,5.0,False,1684486654,False,False,"SINAR PUNCAK founded on Year 1993 and 100% subsidiary by RK SOUTH ASIA SDN. BHD., we established to serve After Market. Overall employee 176 people. Total group employee 1200 people. We are the biggest motorcycle chain in Malaysia. SINAR PUNCAK main aim wasn't only to market all products with the most affordable prices.SINAR PUNCAK is well knowledgeable about high-performance roller chains for motorcycles, bicycles as well as for industrial use.",16,57,False,,20,False,61714.0,1545881717,False,,30,,,,bridgestonebicycle.os,9,5a05532fbbe417765592b2f19bada578,True,True,True,,5.0,1.0,True,1,control,default,control,treatment,new_image_cat,default,top_products,default,treatment_2,control,default,default,treatment,control,treatment_new_layout,control,control,treatment,treatment,new_category_ui,default,treatment_1,control,control,treatment,0,0,2,,,0,10,0,False,1681920000,,False,False,False,False,False,True,,
20,297748782,297768135,Bikes Kaki,,493,False,False,False,False,4.926366,True,1680667678,False,False,"Bikes Kaki - Yours Trusted Online Bicycle Shop in Malaysia , Our Team are Knowledgeable in Bicycle Industries for more than 10 Years. We are authorized retailer of many authentic branded bicycle products. We deliver excellent service to satisfied every buyer's needs and wants.",161,57,False,,20,False,,1597644876,False,,30,,,,kakibasikalmalaysia,14,1bdc752254edc0527d1f1e39d650e393,True,True,True,,4.926714,,True,1,control,default,control,treatment,new_image_cat,default,top_products,default,treatment_2,control,default,default,treatment,control,treatment_new_layout,control,control,treatment,treatment,new_category_ui,default,treatment_1,control,control,treatment,8,2,417,"[0, 0, 0, 0, 0, 2]",5.0,0,10,0,False,1681920000,,False,False,False,False,False,True,,
21,53413853,53415242,The Bicycle Shop,,1008,False,False,False,False,4.932065,False,1684312816,False,False,"KTM Bike & Bicycle KEDAH

-KTM
-JAVA
-UNITED
-BATTLE
-ALCOTT
-KESPOR",97,67,False,,20,False,14576.0,1516560721,False,,30,,,,ktm_bicycle_kedah,150,107febac471411ed8de8add1a777245a,True,True,True,10157176562199075,4.929268,,True,1,control,default,control,treatment,new_image_cat,default,top_products,default,treatment_2,control,default,default,treatment,control,treatment_new_layout,control,control,treatment,treatment,new_category_ui,default,treatment_1,control,control,treatment,5,1,372,"[0, 1, 0, 0, 0, 41]",4.904762,0,10,0,False,1681920000,,False,False,False,False,False,True,,
22,335186735,335206310,REED Cycles,,190,False,False,False,False,4.75,True,1673696742,False,False,REED Cycles is in the business of bikes — from developing a diverse portfolio of our own brands to distributing the top names in the industry.,11,57,False,,20,False,,1604935967,False,,30,,,,reedcycles,0,5d0f8baa3583d7d8cc9ea8cc9c0cf55f,True,True,False,,4.75,,True,1,control,default,control,treatment,new_image_cat,default,top_products,default,treatment_2,control,default,default,treatment,control,treatment_new_layout,control,control,treatment,treatment,new_category_ui,default,treatment_1,control,control,treatment,0,0,4,,,0,10,0,False,1681920000,,False,False,False,False,False,True,,
23,82744335,82745812,U&I Bicycle Trading,,1373,False,True,True,False,4.850972,True,1684486196,False,False,"🇲🇾 WELCOME TO U&I BICYCLE TRADING 🇲🇾

📍We are Local Malaysia Seller.
📍All products Ready Stock in Malaysia🇲🇾.
📍We ship out all parcel within 24 hours.
📍Affordable Price
📍Passionate to offer Basikal / Toy Products.
📍We Are Responsible Seller.
📍Before 1pm place order will Ship Same Day.😊

Thanks for supporting us😊
We promised we will give the best to our customer.
5 STAR SERVICE
5 STAR QUALITY PRODUCT
CHEAPEST PRICE IN MALAYSIA",316,99,False,,20,False,3559.0,1533367587,False,,30,,,,uibicycletrading,3130,0e398664a05a809af8c0d3e1a47d8346,True,True,True,683155205367397,4.853814,1.0,True,1,control,default,control,treatment,new_image_cat,default,top_products,default,treatment_2,control,default,default,treatment,control,treatment_new_layout,control,control,treatment,treatment,new_category_ui,default,treatment_1,control,control,treatment,10,7,451,"[0, 0, 0, 0, 0, 9]",5.0,0,10,0,True,1681920000,1681982522.0,True,False,False,False,False,True,,False
24,329648900,329668475,PIJAN BICYCLE STORE,107dfb66ded825de18ab5c7a86e360d3,1066,False,False,False,False,4.94863,True,1684483944,False,False,"BICYCLE SHOP ONLINE

WE SELL VARIOUS TYPES AND BRANDS OF QUALITY BICYCLE SPORTS EQUIPMENT.

KAMI MENJUAL PELBAGAI JENIS DAN JENAMA PERALATAN SUKAN BERBASIKAL YANG BERKUALITI.

FB : Pijan Store",582,100,False,,20,False,28.0,1603994942,False,,30,,,0.0,pijanbicyclestore,48,d24275b7b43c68e4c28a954cd559d097,True,True,True,1285372158147168,4.949664,,True,1,control,default,control,treatment,new_image_cat,default,top_products,default,treatment_2,control,default,default,treatment,control,treatment_new_layout,control,control,treatment,treatment,new_category_ui,default,treatment_1,control,control,treatment,3,1,593,"[0, 0, 0, 0, 0, 12]",5.0,0,10,0,False,1681920000,,False,False,False,False,False,False,,False
25,423415991,423435568,Ys Bicycle,435376bcee3642768d5f84b040e65432,759,False,False,False,False,4.972639,True,1684485653,False,False,"Bicycle shop in klebang,perak
All Ready Stock ship out within 24hours
Welcome visit our Facebook page Ys Bicycle
 [https://www.facebook.com/Ysbicycle/]",461,87,False,,20,False,4718.0,1618412331,False,,30,,,0.0,ysbicycle,14,43db9543e4bfdb6d223eef41eefa2f5a,True,True,True,104098551810965,4.972663,,True,1,control,default,control,treatment,new_image_cat,default,top_products,default,treatment_2,control,default,default,treatment,control,treatment_new_layout,control,control,treatment,treatment,new_category_ui,default,treatment_1,control,control,treatment,5,1,1141,"[0, 0, 0, 0, 0, 1]",5.0,0,10,22,False,1681920000,,False,False,False,False,False,False,,
26,128654537,128656361,Crazy Basikal Store,,868,False,False,False,False,4.833333,False,1684486081,False,False,"Crazy Bicycle Store ! ""Gila Basikal"" We Are Online Seller Selling All Kind of Cycling Stuffs, Road Bikes, Fixie, Mountain Bike, Touring Bike and Accessories.
.
.
Feel Free To Explore Our Shop. Happy Shopping ! Stay Save and Stay Healthy !
.
#gilabasikal #crazybicycle #crazybicyclestore",3172,45,False,,20,False,11781.0,1550916909,False,,30,,,,crazybicycle,3,7bae54e1e15372c336811505afc57c95,True,True,True,,4.830861,1.0,True,1,control,default,control,treatment,new_image_cat,default,top_products,default,treatment_2,control,default,default,treatment,control,treatment_new_layout,control,control,treatment,treatment,new_category_ui,default,treatment_1,control,control,treatment,21,9,640,"[0, 1, 0, 0, 0, 13]",4.714286,0,10,0,True,1681920000,1683624945.0,False,False,False,False,False,True,,
27,13186230,13187533,VELOCITY OFFICIAL STORE,6755ef418a722f91acb76ae19091a080,44389,False,True,True,False,4.887254,True,1684486230,False,False,"Welcome to VELOCITY sports store. we sell all accesories and apparel for sport especially in Cycling, Hiking, Camping and Training accessories. 

VELOCITY have 2 physical outlet located at GM klang(Block A-4F-165), GM Klang(1F-130),  and KWC  Mall (level7-20). Business Hour Mon-Fri 10am-7pm, Sat-Sun & public holiday 10am-8PM.

We do Postage every day with all courier supportrd by shopee. All Order will be send out in same day with payment confirm before 12PM. ",439,98,False,,20,False,2259.0,1480655558,False,,30,,,0.0,vidivelocity,10,10545a5ad1044c803b9c174ec622a42f,True,True,True,,4.887261,0.0,True,1,control,default,control,treatment,new_image_cat,default,top_products,default,treatment_2,control,default,default,treatment,control,treatment_new_layout,control,control,treatment,treatment,new_category_ui,default,treatment_1,control,control,treatment,996,351,47483,"[0, 0, 0, 0, 0, 3]",5.0,0,10,0,True,1681920000,1683786104.0,True,False,False,True,False,False,,False
28,7470464,7471757,GK CYCLE SHOP,,199,False,False,False,False,4.923274,False,1684131084,False,False,We Sell Adult Bicycle  and Children Bike . we also have alot of verity of Bicycle Acessories.,140,71,False,,20,False,5321.0,1467459907,False,,30,,,,mygkcycle,53,c9b0e144c2df2f5d1f2510239444cc06,True,True,True,1893986930854179,4.932735,1.0,True,1,control,default,control,treatment,new_image_cat,default,top_products,default,treatment_2,control,default,default,treatment,control,treatment_new_layout,control,control,treatment,treatment,new_category_ui,default,treatment_1,control,control,treatment,6,1,388,"[0, 0, 0, 0, 0, 55]",5.0,0,10,0,False,1681920000,,False,False,False,False,False,True,,
